21.31,26.36
13.01,21.39
12.57,26.48
13.35,19.59
15.74,37.18
13.75,23.5
9.968,20.83
15.65,39.34
16.08,27.78
13.88,22
16.39,34.01
19.76,24.7
23.36,32.06
18.33,30.12
14.44,28.36
20.42,25.84
25.12,32.68
19.2,41.85
14.97,24.64
17.77,20.24
10.42,23.22
19.8,25.05
14.55,29.16
17.38,15.92
23.24,27.84
13.3,24.99
28.11,18.47
18.07,28.07
16.86,34.85
15.75,26.93
13.25,27.1
11.48,24.47
25.73,28.64
27.9,45.41
15.34,16.35
14.98,17.13
11.17,22.84
19.56,30.29
15.14,23.6
16.77,16.9
11.52,19.8
16.41,19.31
14.2,31.31
15.2,30.15
19.59,24.89
12.08,33.75
12.36,41.78
24.47,37.38
10.51,19.16
15.33,30.28
31.01,34.51
24.22,26.17
15.75,40.54
22.51,44.87
14.85,19.05
13.2,20.37
12.58,27.96
15.01,26.34
21.65,30.53
11.48,29.46
13.94,27.82
14.39,17.7
12.25,35.19
12.65,21.19
25.58,27
12.97,22.46
25.28,25.59
19.85,25.09
25.7,24.57
16.39,22.07
25.05,36.27
17.73,22.66
19.85,31.64
18.49,49.54
24.33,39.16
19.85,31.47
20.39,27.24
17.91,31.67
21.58,29.33
32.49,47.16
11.88,22.94
14.8,30.04
13.9,23.64
11.69,25.21
14.91,20.65
12.32,16.18
28.19,28.18
10.75,20.88
20.92,34.69
12.4,18.99
12.2,18.99
19.96,24.3
15.5,26.1
14.98,21.74
23.72,35.9
13.31,18.26
23.79,28.65
18.55,25.09
13.9,19.69
13.5,23.08
13.24,27.29
13.62,15.54
11.86,22.33
12.36,26.14
15.77,22.13
16.25,26.19
13.74,19.93
13.06,25.75
13.5,17.48
14.67,16.93
11.37,14.82
13.36,23.39
16.22,25.26
10.93,24.22
25.93,26.24
13.46,23.07
23.68,29.43
11.06,24.54
12.68,21.61
12.44,31.62
14.41,20.45
9.699,20.07
14.97,16.94
14.73,17.4
12.61,26.55
16.46,21.75
14.19,16.4
12.34,12.87
8.952,22.44
13.34,19.71
12.85,16.47
21.84,25
10.06,23.4
12.9,20.21
11.28,20.61
23.06,23.03
14.04,21.08
25.3,31.86
13.75,21.38
13.71,21.1
15.53,18
13.07,22.25
19.28,30.38
17.73,25.21
18.76,21.98
14.42,21.95
11.98,25.78
12.76,22.06
13.35,28.46
20.99,33.15
13.72,16.91
24.54,34.37
11.16,26.84
30.67,30.73
16.67,21.51
10.75,23.07
11.92,19.9
22.75,34.66
13.06,18.16
10.88,19.48
13.64,27.06
17.27,17.93
12.51,20.79
12.81,17.72
13.28,19.74
17.36,24.17
33.13,23.58
18.51,33.22
12.12,15.82
13.37,22.43
14.19,24.85
15.11,25.58
9.981,17.7
12.02,25.02
13.72,20.98
14.2,29.2
13.75,25.99
18.13,25.45
14.73,21.7
24.31,26.37
24.19,33.81
14.29,24.04
30.75,26.44
27.66,25.8
19.38,31.03
16.2,15.73
22.69,21.84
25.37,23.17
14.84,20.21
16.97,19.14
10.85,22.82
14.69,35.63
14.54,19.64
13.24,32.82
12.84,20.53
12.09,20.83
12.57,28.71
14.18,23.13
14.24,17.37
15.79,31.71
13.13,19.29
15.51,19.97
12.04,18.93
20.82,30.44
11.38,15.65
10.17,22.8
21.2,29.41
26.23,28.74
13.56,25.8
14.92,25.34
14.8,27.2
13.74,21.06
12.68,20.35
13.45,24.49
20.8,27.78
13.8,20.14
14.13,24.61
13.86,23.02
13.18,16.85
12.4,25.58
17.71,19.58
14.4,27.01
21.08,25.41
14.1,28.88
13.05,36.32
12.41,26.44
9.965,27.99
16.76,31.55
17.26,36.91
13.05,27.21
10.85,31.24
23.17,27.65
13.65,16.92
12.36,28.92
13.07,26.98
16.46,18.34
12.64,19.67
15.14,25.5
11.21,23.17
11.11,28.94
12.13,21.57
12.76,32.04
11.68,20.29
13.82,20.96
16.35,27.57
12.88,22.91
22.03,25.07
22.66,30.93
16.31,20.54
17.04,30.8
14.45,24.38
15.66,21.58
15.63,28.01
14.91,19.31
12.36,26.87
20.38,35.46
15.27,17.5
10.94,23.31
20.38,22.02
12.98,30.36
21.53,38.54
16.43,22.74
16.3,28.39
25.68,32.07
12.79,28.18
21.44,30.96
13.09,37.88
15.8,16.93
14.34,22.15
15.05,41.61
13.12,38.81
14.35,34.23
14.34,31.88
10.67,36.92
22.96,34.49
36.04,31.37
15.4,31.98
12.77,24.02
14.9,23.89
15.44,25.5
14.8,25.46
11.15,24.62
21.57,28.87
13.36,25.4
11.14,25.62
13.6,33.33
17.18,18.22
13.45,38.05
11.94,19.35
14.09,19.35
16.45,27.26
15.14,21.8
12.4,21.9
17.39,23.05
13.34,27.87
16.41,26.42
14.83,18.32
14.96,23.53
17.01,14.2
13.78,21.03
16.46,25.44
23.96,30.39
13.32,21.59
19.18,26.56
14.17,31.99
19.82,18.42
21.53,26.06
13.19,16.36
14.5,28.46
16.01,28.48
14.38,22.15
14.06,24.34
22.75,22.88
23.86,30.76
16.76,20.43
16.01,32.94
13.57,21.4
30.79,23.87
10.28,16.38
10.6,18.04
13.16,24.17
11.69,20.74
17.32,17.76
17.11,36.33
12.45,17.6
15.61,17.58
16.41,29.66
16.76,17.24
17.58,28.06
12.47,23.03
21.86,26.2
23.73,25.23
15.05,24.37
14.45,21.74
10.57,17.84
29.92,26.93
11.93,26.43
15.11,25.63
11.24,22.99
9.473,18.45
15.35,25.16
13.61,19.27
14.62,15.38
13.45,15.77
13.5,27.98
13.35,28.81
15.85,20.2
23.23,27.15
11.62,26.51
24.3,25.48
15.29,34.27
12.98,32.19
9.077,30.92
8.678,31.89
12.26,19.68
16.22,31.73
16.51,32.29
14.37,37.17
15.05,24.75
15.35,29.09
11.25,21.77
10.83,22.04
10.93,25.59
13.03,31.45
11.66,24.77
12.02,28.26
13.87,36
9.845,25.05
13.89,35.74
10.84,34.91
10.65,22.88
10.49,34.24
15.48,27.27
12.48,37.16
15.3,33.17
11.92,38.3
17.52,42.79
24.29,29.41
25.45,26.4
23.69,38.25
18.98,34.12
25.74,39.42
9.456,30.37
